count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
5,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.23100832199998,296.1067333589999,None,233.2266934909985,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
6,,,,,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.11004017900086,None,2,2.7814904660008324,302.11004017900086,None,302.11004017900086,None,302.11004017900086,None,236.0472267969999,413.6940412089989,304.9400179050008,None,304.9400179050008,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031321_bk1_recall_fmri_wav/recall_audio-1615667317.931.wav,0.012307811599384877,None,2,177.61064559499937,304.9400179050008,None,304.9400179050008,None,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
6,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.69852575799996,482.57427462600026,None,419.6932310719985,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
7,,,,,0,0,0,0,0,7,7,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.57426195900007,None,2,3.616224062998299,488.57426195900007,None,488.57426195900007,None,488.57426195900007,None,423.34469882899975,572.0930847569998,492.240203972,None,492.240203972,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031321_bk1_recall_fmri_wav/recall_audio-1615667504.225.wav,0.01624060659923998,None,2,148.71046897700035,492.240203972,None,492.240203972,None,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
7,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0980179889993,640.9747412860015,None,578.0936825789995,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.9747941690002,None,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4747682430007,647.4747682430007,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9737744470003,647.9737744470003,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.474685276,648.474685276,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.974851070001,648.974851070001,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1523,recall_fmri,3.2.4,59.69537082213878,
